file,a,siga,b,sigb,c,sigc,alpha,sigalpha,beta,sigbeta,gamma,siggamma,vol,sigvol,celltemp,sigcelltemp,diffrtemp,sigdiffrtemp,nel,sg,sgHall,sgNumber,commonname,chemname,mineral,formula,calcformula,cellformula,Z,Zprime
4066995,10.0722,0.0004,17.4433,0.0007,20.8522,0.0009,90,,102.281,0.0005,90,,3579.7,0.3,93,2,93,2,5,P 1 21/c 1,-P 2ybc,14,,,,- C39 H51 N3 S2 U -,- C39 H51 N3 S2 U -,- C156 H204 N12 S8 U4 -,4,1
4066996,17.855,0.002,10.7301,0.0014,17.385,0.002,90,,112.668,0.0016,90,,3073.4,0.6,93,2,93,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C33 H48 N4 U -,- C33 H48 N4 U -,- C132 H192 N16 U4 -,4,1
4067229,15.5705,0.0007,13.2395,0.0006,26.4343,0.0012,90,,105.925,0.0005,90,,5240.2,0.4,93,2,93,2,5,C 1 2/c 1,-C 2yc,15,,,,- C56 H78 N4 O2 Y2 -,- C56 H78 N4 O2 Y2 -,- C224 H312 N16 O8 Y8 -,4,0.5
4067230,14.8358,0.0006,14.0396,0.0005,27.3264,0.001,90,,93.511,0.001,90,,5681.1,0.4,173,2,173,2,5,P 1 21/n 1,-P 2yn,14,,,,- C60 H86 N4 O2 Sm2 -,- C60 H86 N4 O2 Sm2 -,- C240 H344 N16 O8 Sm8 -,4,1
4067413,14.576,0.0004,6.6746,0.0002,14.2549,0.0004,90,,102.03,0.001,90,,1356.39,0.07,223,2,223,2,4,C 1 2/c 1,-C 2yc,15,,,,- C14 H14 Cl2 Zr -,- C14 H14 Cl2 Zr -,- C56 H56 Cl8 Zr4 -,4,0.5
4067414,9.0085,0.0001,12.1008,0.0002,12.0467,0.0002,90,,91.086,0.001,90,,1312.98,0.03,223,2,223,2,4,P 1 21/n 1,-P 2yn,14,,,,- C14 H14 Cl2 Zr -,- C14 H14 Cl2 Zr -,- C56 H56 Cl8 Zr4 -,4,1
4067415,8.4432,0.0003,14.5666,0.0007,14.9388,0.0008,90,,90,,90,,1837.3,0.15,223,2,223,2,4,P 21 21 21,P 2ac 2ab,19,,,,- C22 H18 Cl2 Zr -,- C22 H18 Cl2 Zr -,- C88 H72 Cl8 Zr4 -,4,1
4067416,5.8395,0.0003,24.4958,0.0011,14.0249,0.0007,90,,91.506,0.002,90,,2005.47,0.17,223,2,223,2,2,P 1 21/c 1,-P 2ybc,14,,,,- C13 H12 -,- C13 H12 -,- C104 H96 -,8,2
4067448,11.8168,0.0002,16.2924,0.0002,14.0456,0.0002,90,,102.25,0.001,90,,2642.55,0.07,223,2,223,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C16 H19 Fe N -,- C16 H19 Fe N -,- C128 H152 Fe8 N8 -,8,2
4067449,9.6606,0.0002,9.9344,0.0002,17.6856,0.0005,99.129,0.001,101.936,0.001,109.757,0.001,1513.96,0.06,223,2,223,2,6,P -1,-P 1,2,,,,- C34 H19 B F15 Fe N -,- C34 H19 B F15 Fe N -,- C68 H38 B2 F30 Fe2 N2 -,2,1
4068016,18.609,0.004,12.831,0.003,17.548,0.004,90,,102.841,0.003,90,,4085.2,1.6,150,2,150,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C44 H66 N2 Th -,- C44 H66 N2 Th -,- C176 H264 N8 Th4 -,4,1
4068017,10.1705,0.0018,17.003,0.002,19.449,0.003,90,,90,,90,,3363.3,0.9,113,2,113,2,4,P 21 21 21,P 2ac 2ab,19,,,,- C34 H58 F2 Th -,- C34 H58 F2 Th -,- C136 H232 F8 Th4 -,4,1
4068018,10.6319,0.0011,20.767,0.002,32.426,0.003,90,,98.698,0.001,90,,7077.1,1.2,113,2,113,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C34 H58 Br2 Th -,- C34 H58 Br2 Th -,- C272 H464 Br16 Th8 -,8,2
4068019,10.729,0.0007,23.149,0.0014,21.7431,0.0011,90,,112.644,0.002,90,,4984,0.5,150,2,150,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C59 H79 N Th -,- C59 H79 N Th -,- C236 H316 N4 Th4 -,4,1
4068020,10.2478,0.0019,19.685,0.004,20.358,0.004,90,,114.909,0.008,90,,3724.8,1.3,150,2,150,2,5,P 1 21/c 1,-P 2ybc,14,,,,- C37 H67 N Si Th -,- C37 H67 N Si Th -,- C148 H268 N4 Si4 Th4 -,4,1
4068021,10.456,0.001,30.093,0.004,17.748,0.002,90,,123.453,0.005,90,,4659.3,1,150,2,150,2,6,P 1 21/c 1,-P 2ybc,14,,,,- C49 H60 N2 O Se3 Th -,- C49 H60 N2 O Se3 Th -,- C196 H240 N8 O4 Se12 Th4 -,4,1
4068022,21.603,0.003,9.0336,0.0014,15.862,0.002,90,,105.185,0.003,90,,2987.4,0.7,150,2,150,2,2,P 1 21/c 1,-P 2ybc,14,,,,- C34 H58 -,- C34 H58 -,- C136 H232 -,4,1
4068576,15.75,0.003,9.6744,0.0019,15.032,0.003,90,,121.43,0.03,90,,1954.4,0.9,200,2,200,2,4,C 1 2 1,C 2y,5,,,,- C38 H64 Si2 Ti -,- C38 H64 Si2 Ti -,- C76 H128 Si4 Ti2 -,2,0.5
4068577,15.934,0.003,9.902,0.002,14.921,0.003,90,,120.52,0.03,90,,2028,0.9,293,2,293,2,4,C 1 2 1,C 2y,5,,,,- C38 H64 Si2 Zr -,- C38 H64 Si2 Zr -,- C76 H128 Si4 Zr2 -,2,0.5
4068578,10.723,0.002,13.155,0.003,11.469,0.002,90,,100.74,0.03,90,,1589.5,0.6,200,2,200,2,3,P 1 21 1,P 2yb,4,,,,- C34 H54 Zr -,- C34 H54 Zr -,- C68 H108 Zr2 -,2,1
4069048,12.9826,0.0002,13.6178,0.0003,15.4017,0.0005,81.2257,0.0008,68.2423,0.001,64.6175,0.0013,2284.76,0.1,115,2,115,2,4,P -1,-P 1,2,,,,- C54 H53 Fe P3 -,- C54 H53 Fe P3 -,- C108 H106 Fe2 P6 -,2,1
4069778,17.307,0.001,9.958,0.001,17.545,0.001,90,,101.39,0.01,90,,2964.2,0.4,223,2,223,2,5,P 1 21/c 1,-P 2ybc,14,,,,- C30 H46 Li N O3 -,- C30 H46 Li N O3 -,- C120 H184 Li4 N4 O12 -,4,1
4069779,8.657,0.001,8.942,0.001,14.169,0.001,82.22,0.01,88.91,0.01,66.88,0.01,998.76,0.19,223,2,223,2,4,P -1,-P 1,2,,,,- C21 H31 N Si -,- C21 H31 N Si -,- C42 H62 N2 Si2 -,2,1
4069780,8.5993,0.0002,17.291,0.0005,10.7919,0.0003,90,,100.022,0.002,90,,1580.17,0.07,223,2,223,2,3,P 1 21/c 1,-P 2ybc,14,,,,- C18 H23 N -,- C18 H23 N -,- C72 H92 N4 -,4,1
4069781,8.8885,0.0001,13.7423,0.0002,16.0742,0.0003,75.012,0.001,76.547,0.001,89.272,0.002,1842.25,0.05,223,2,223,2,4,P -1,-P 1,2,,,,- C40 H56 N4 Zr -,- C40 H56 N4 Zr -,- C80 H112 N8 Zr2 -,2,1
4069782,20.3145,0.0003,10.6737,0.0002,21.4606,0.0004,90,,100.071,0.001,90,,4581.62,0.14,223,2,223,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C50 H68 N4 Zr -,- C50 H68 N4 Zr -,- C200 H272 N16 Zr4 -,4,1
4069783,11.62,0.001,12.127,0.001,31.003,0.001,90,,90,,90,,4368.8,0.5,223,2,223,2,4,P 21 21 21,P 2ac 2ab,19,,,,- C50 H58 N2 Zr -,- C50 H58 N2 Zr -,- C200 H232 N8 Zr4 -,4,1
4069784,13.6288,0.0002,17.8192,0.0003,14.1609,0.0002,90,,91.922,0.001,90,,3437.1,0.09,223,2,223,2,5,P 1 21/c 1,-P 2ybc,14,,,,- C36 H48 Cl2 N2 Zr -,- C36 H48 Cl2 N2 Zr -,- C144 H192 Cl8 N8 Zr4 -,4,1
4069992,10.664,0.0011,16.4352,0.0014,17.6664,0.0018,62.451,0.003,87.494,0.003,82.083,0.003,2718.4,0.5,100,2,100,2,7,P -1,-P 1,2,,,,- C63 H46 B Cl6 N O3 Si2 -,- C63 H46 B Cl6 N O3 Si2 -,- C126 H92 B2 Cl12 N2 O6 Si4 -,2,1
4069993,9.2751,0.0005,14.5541,0.0009,17.5849,0.0009,84.348,0.003,87.623,0.003,86.025,0.003,2355.1,0.2,100,2,100,2,5,P -1,-P 1,2,,,,- C61 H45 N O2 Si2 -,- C61 H45 N O2 Si2 -,- C122 H90 N2 O4 Si4 -,2,1
4069994,15.208,0.0005,12.2549,0.0004,15.6961,0.0005,90,,112.536,0.002,90,,2701.94,0.16,100,2,100,2,6,P 1 21 1,P 2yb,4,,,,- C62 H46 Cl6 O2 S Si2 -,- C62 H46 Cl6 O2 S Si2 -,- C124 H92 Cl12 O4 S2 Si4 -,2,1
4069995,14.4456,0.0009,27.1008,0.0014,18.8544,0.0011,90,,107.695,0.003,90,,7032,0.7,100,2,100,2,6,P 1 21/c 1,-P 2ybc,14,,,,- C89 H73 N O2 Si2 Ti -,- C89 H73 N O2 Si2 Ti -,- C356 H292 N4 O8 Si8 Ti4 -,4,1
4069996,17.1895,0.0008,17.1895,,14.7265,0.0009,90,,90,,90,,4351.4,0.3,100,2,100,2,6,P 41 21 2,P 4abw 2nw,92,,,,- C51 H57 N O2 Si2 Ti -,- C51 H57 N O2 Si2 Ti -,- C204 H228 N4 O8 Si8 Ti4 -,4,0.5
4069997,12.881,0.003,11.707,0.003,30.696,0.007,90,,100.641,0.012,90,,4549.3,1.9,100,2,100,2,6,P 1 21/n 1,-P 2yn,14,,,,- C51 H57 N O2 Si2 Zr -,- C51 H57 N O2 Si2 Zr -,- C204 H228 N4 O8 Si8 Zr4 -,4,1
4069998,14.3381,0.0006,27.0836,0.0012,19.047,0.0008,90,,108.943,0.002,90,,6995.9,0.5,100,2,100,2,6,P 1 21/c 1,-P 2ybc,14,,,,- C88 H71 Hf N O2 Si2 -,- C88 H71 Hf N O2 Si2 -,- C352 H284 Hf4 N4 O8 Si8 -,4,1
4069999,15.1981,0.0012,15.6944,0.0015,18.1293,0.0017,64.566,0.005,72.054,0.005,67.689,0.005,3557.9,0.6,100,2,100,2,6,P -1,-P 1,2,,,,- C85 H80 Hf N4 O2 Si2 -,- C85 H80 Hf N4 O2 Si2 -,- C170 H160 Hf2 N8 O4 Si4 -,2,1
4070123,18.6588,0.0018,14.663,0.0014,9.254,0.0009,90,,90,,90,,2531.8,0.4,153,2,153,2,4,P n m a,-P 2ac 2n,62,,,,- C25 H42 Si2 U -,- C25 H42 Si2 U -,- C100 H168 Si8 U4 -,4,0.5
4070317,14.3915,0.0001,18.0601,0.0001,17.2583,0.0001,90,,90,,90,,4485.64,0.05,173,1,173,1,4,P b c a,-P 2ac 2ab,61,,,,- C18 H39 Al2 Y -,- C18 H39 Al2 Y -,- C144 H312 Al16 Y8 -,8,1
4070318,17.1263,0.0009,14.3338,0.0008,18.0172,0.0009,90,,90,,90,,4423,0.4,153,2,153,2,4,P b c a,-P 2ac 2ab,61,,,,- C18 H39 Ga2 Y -,- C18 H39 Ga2 Y -,- C144 H312 Ga16 Y8 -,8,1
4070319,10.4447,0.0004,17.4548,0.0007,14.1693,0.0006,90,,92.825,0.001,90,,2580.07,0.18,123,2,123,2,4,P 1 21/n 1,-P 2yn,14,,,,- C48 H84 Al2 La2 -,- C48 H84 Al2 La2 -,- C96 H168 Al4 La4 -,2,0.5
4070320,11.2689,0.0001,12.863,0.0001,15.3727,0.0002,107.163,0.0004,100.728,0.0004,111.145,0.0004,1875.63,0.03,173,1,173,1,4,P -1,-P 1,2,,,,- C76 H116 Al2 La2 -,- C76 H116 Al2 La2 -,- C76 H116 Al2 La2 -,1,0.5
4070321,12.2152,0.0006,13.9753,0.0006,18.9397,0.0009,103.42,0.001,105.644,0.001,90.633,0.001,3019.1,0.2,103,2,103,2,4,P -1,-P 1,2,,,,- C62 H100 Ga2 Y2 -,- C62 H100 Ga2 Y2 -,- C124 H200 Ga4 Y4 -,2,1
4070322,11.3547,0.0007,14.6451,0.0009,14.991,0.001,96.321,0.001,90.709,0.001,91.209,0.001,2476.9,0.3,123,2,123,2,4,P -1,-P 1,2,,,,- C24 H42 Ga La -,- C24 H42 Ga La -,- C96 H168 Ga4 La4 -,4,2
4071209,38.848,0.009,9.3737,0.0019,29.955,0.011,90,,123.61,0.02,90,,9085,5,100,2,100,2,4,C 1 2/c 1,-C 2yc,15,,,,- C32 H66 Si8 Zr -,- C32 H66 Si8 Zr -,- C256 H528 Si64 Zr8 -,8,1
4071210,11.335,0.004,10.597,0.003,12.796,0.004,90,,94.356,0.005,90,,1532.6,0.8,100,2,100,2,4,P 1 21 1,P 2yb,4,,,,- C27 H42 Si4 Ti -,- C27 H42 Si4 Ti -,- C54 H84 Si8 Ti2 -,2,1
4071211,17.927,0.004,11.581,0.002,17.288,0.003,90,,118.57,0.03,90,,3152.2,1.4,100,2,100,2,5,P 1 21/c 1,-P 2ybc,14,,,,- C24 H47 P Si4 Zr -,- C24 H47 P Si4 Zr -,- C96 H188 P4 Si16 Zr4 -,4,1
4071212,16.088,0.003,10.731,0.002,17.823,0.004,90,,105.34,0.03,90,,2967.3,1.1,100,2,100,2,4,P 1 21/n 1,-P 2yn,14,,,,- C54 H84 Si8 Zr2 -,- C54 H84 Si8 Zr2 -,- C108 H168 Si16 Zr4 -,2,0.5
4071213,18.106,0.004,10.444,0.002,15.295,0.003,90,,98.92,0.03,90,,2857.3,1,100,2,100,2,5,P 1 21/c 1,-P 2ybc,14,,,,- C23 H43 P Si3 Zr -,- C23 H43 P Si3 Zr -,- C92 H172 P4 Si12 Zr4 -,4,1
4071214,18.106,0.004,10.445,0.002,15.257,0.003,90,,99.06,0.03,90,,2849.4,1,100,2,100,2,5,P 1 21/c 1,-P 2ybc,14,,,,- C23 H43 Hf P Si3 -,- C23 H43 Hf P Si3 -,- C92 H172 Hf4 P4 Si12 -,4,1
4071215,17.472,0.004,22.229,0.004,12.832,0.003,90,,90,,90,,4983.8,1.9,100,2,100,2,4,P c c n,-P 2ab 2ac,56,,,,- C26 H36 Hf2 P2 -,- C26 H36 Hf2 P2 -,- C208 H288 Hf16 P16 -,8,1
4071216,19.608,0.004,11.116,0.002,19.047,0.004,90,,97.32,0.03,90,,4117.7,1.4,100,2,100,2,4,C 1 2/c 1,-C 2yc,15,,,,- C42 H56 Si4 Zr -,- C42 H56 Si4 Zr -,- C168 H224 Si16 Zr4 -,4,0.5
4071217,20.769,0.004,11.323,0.002,15.923,0.003,90,,103.04,0.03,90,,3648,1.3,100,2,100,2,4,C 1 2/c 1,-C 2yc,15,,,,- C36 H50 Hf Si4 -,- C36 H50 Hf Si4 -,- C144 H200 Hf4 Si16 -,4,0.5
4071218,9.3013,0.0019,31,0.006,11.056,0.002,90,,108.86,0.03,90,,3016.7,1.1,100,2,100,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C32 H38 Si3 Ti -,- C32 H38 Si3 Ti -,- C128 H152 Si12 Ti4 -,4,1
4071219,19.039,0.004,9.6121,0.0019,30.102,0.006,90,,93.73,0.03,90,,5497.1,1.9,100,2,100,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C54 H66 Si6 Zr -,- C54 H66 Si6 Zr -,- C216 H264 Si24 Zr4 -,4,1
4071220,9.2332,0.0018,31.118,0.006,11.252,0.002,90,,109.38,0.03,90,,3049.7,1.1,100,2,100,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C32 H38 Si3 Zr -,- C32 H38 Si3 Zr -,- C128 H152 Si12 Zr4 -,4,1
4071221,28.738,0.006,16.791,0.006,9.5167,0.0019,90,,90,,90,,4592,2,100,2,100,2,4,A m a 2,A 2 -2a,40,,,,- C32 H64 Si8 Zr -,- C32 H64 Si8 Zr -,- C128 H256 Si32 Zr4 -,4,0.5
4071222,8.7389,0.0017,9.4834,0.0019,13.512,0.003,97.87,0.03,92.04,0.03,117.03,0.03,982,0.5,200,2,200,2,4,P -1,-P 1,2,,,,- C22 H56 I2 Si8 -,- C22 H56 I2 Si8 -,- C22 H56 I2 Si8 -,1,0.5
4072050,20.064,0.001,10.051,0.002,12.233,0.003,90,,90,,90,,2466.9,0.8,100,1,100,1,3,P n a 21,P 2c -2n,33,,,,- C29 H37 La -,- C29 H37 La -,- C116 H148 La4 -,4,1
4072051,8.7176,0.0004,9.651,0.0004,18.4634,0.0009,78.405,0.001,87.337,0.001,72.103,0.001,1447.86,0.11,100,1,100,1,4,P -1,-P 1,2,,,,- C34 H42 La N -,- C34 H42 La N -,- C68 H84 La2 N2 -,2,1
4072052,16.4646,0.0009,10.5009,0.0006,14.7315,0.0008,90,,90,,90,,2547,0.2,100,1,100,1,3,P c a 21,P 2c -2ac,29,,,,- C29 H37 Y -,- C29 H37 Y -,- C116 H148 Y4 -,4,1
4072127,18.4222,0.0017,23.949,0.002,18.8965,0.0018,90,,101.982,0.002,90,,8155.4,1.3,100,2,100,2,5,P 1 21/n 1,-P 2yn,14,,,,- C39 H67 N3 O3 Zr -,- C39 H67 N3 O3 Zr -,- C312 H536 N24 O24 Zr8 -,8,2
4072132,11.036,0.0005,11.7476,0.0006,11.8519,0.0007,83.696,0.005,67.575,0.004,83.281,0.004,1407.05,0.13,293,2,293,2,4,P 1,P 1,1,,,,- C60 H92 Cl2 Ti2 -,- C60 H92 Cl2 Ti2 -,- C60 H92 Cl2 Ti2 -,1,1
4072133,15.502,0.002,15.502,0.002,5.8576,0.0012,90,,90,,90,,1407.7,0.4,200,2,200,2,4,P 42,P 4c,77,,,,- C30 H46 F2 Zr -,- C30 H46 F2 Zr -,- C60 H92 F4 Zr2 -,2,0.5
4072134,13.362,0.003,25.112,0.005,6.5155,0.0013,90,,90,,90,,2186.3,0.8,200,2,200,2,4,P 21 21 2,P 2 2ab,18,,,,- C42 H54 Cl2 Zr -,- C42 H54 Cl2 Zr -,- C84 H108 Cl4 Zr2 -,2,0.5
4072135,15.3372,0.001,15.3372,0.001,6.4757,0.0004,90,,90,,90,,1523.28,0.17,200,2,200,2,4,P 42,P 4c,77,,,,- C30 H46 Cl2 Hf -,- C30 H46 Cl2 Hf -,- C60 H92 Cl4 Hf2 -,2,0.5
4072136,15.3556,0.0015,15.3556,0.0015,5.7986,0.0006,90,,90,,90,,1367.3,0.2,200,2,200,2,4,P 42,P 4c,77,,,,- C30 H46 F2 Ti -,- C30 H46 F2 Ti -,- C60 H92 F4 Ti2 -,2,0.5
4072137,15.4892,0.0005,15.4892,0.0005,5.86566,0.00019,90,,90,,90,,1407.26,0.08,200,2,200,2,4,P 42,P 4c,77,,,,- C30 H46 F2 Hf -,- C30 H46 F2 Hf -,- C60 H92 F4 Hf2 -,2,0.5
4072151,8.5406,0.0016,16.293,0.003,15.827,0.003,90,,98.717,0.002,90,,2176.9,0.7,120,1,120,1,4,P 1 21/n 1,-P 2yn,14,,,,- C20 H30 I2 U -,- C20 H30 I2 U -,- C80 H120 I8 U4 -,4,1
4072152,9.76,0.002,17.856,0.004,18.371,0.004,95.73,0.03,100.47,0.03,93.31,0.03,3123.1,1.2,141,2,141,2,6,P -1,-P 1,2,,,,- C22.5 H51.5 I N Si2 U -,- C27.5 H51.5 I N Si2 U -,- C110 H206 I4 N4 Si8 U4 -,4,2
4072153,16.5602,0.0017,18.6484,0.0019,19.595,0.002,90,,90,,90,,6051.4,1.1,120,1,120,1,5,P 21 21 21,P 2ac 2ab,19,,,,- C32 H47 I O U -,- C32 H47 I O U -,- C256 H376 I8 O8 U8 -,8,2
4072154,8.753,0.003,15.573,0.005,11.017,0.003,90,,110.86,,90,,1403.3,0.8,120,1,120,1,5,P 1 21/m 1,-P 2yb,11,,,,- C26 H48 N Si2 U -,- C26 H47 N Si2 U -,- C52 H94 N2 Si4 U2 -,2,0.5
4072155,9.2465,0.0009,10.885,0.0011,13.7791,0.0014,86.5926,0.0014,80.0815,0.0014,80.0828,0.0015,1345.1,0.2,120,1,120,1,4,P -1,-P 1,2,,,,- C32 H44 N U -,- C32 H39 N U -,- C64 H78 N2 U2 -,2,1
4072456,15.29,0.003,9.2867,0.0015,23.385,0.004,90,,103.103,0.002,90,,3234.1,1,110,2,110,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C37 H46 Cl2 Hf -,- C37 H46 Cl2 Hf -,- C148 H184 Cl8 Hf4 -,4,1
4072457,15.275,0.003,9.2653,0.0013,23.356,0.004,90,,103.343,0.008,90,,3216.3,1,100,2,100,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C37 H46 Cl2 Zr -,- C37 H46 Cl2 Zr -,- C148 H184 Cl8 Zr4 -,4,1
4072458,29.775,0.005,15.007,0.002,7.3342,0.0012,90,,90,,90,,3277.2,0.9,110,2,110,2,3,P n a 21,P 2c -2n,33,,,,- C39 H52 Hf -,- C39 H52 Hf -,- C156 H208 Hf4 -,4,1
4072459,29.75,0.006,14.98,0.003,7.3554,0.0017,90,,90,,90,,3278,1.2,110,2,110,2,3,P n a 21,P 2c -2n,33,,,,- C39 H52 Zr -,- C39 H52 Zr -,- C156 H208 Zr4 -,4,1
4072460,16.6127,0.0015,11.2422,0.001,23.855,0.002,90,,105.807,0.002,90,,4286.8,0.7,110,2,110,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C52 H62 Cl2 Zr -,- C52 H62 Cl2 Zr -,- C208 H248 Cl8 Zr4 -,4,1
4072461,26.234,0.007,16.479,0.005,6.3671,0.0018,90,,90,,90,,2752.6,1.4,110,2,110,2,4,P n a 21,P 2c -2n,33,,,,- C32 H37 Mn O3 -,- C32 H37 Mn O3 -,- C128 H148 Mn4 O12 -,4,1
4072462,5.7601,0.0015,16.182,0.004,24.356,0.006,90,,92.95,0.004,90,,2267.2,1,110,2,110,2,2,P 1 21/c 1,-P 2ybc,14,,,,- C29 H38 -,- C29 H38 -,- C116 H152 -,4,1
4073279,10.275,0.002,11.594,0.002,16.695,0.003,90,,95.21,0.03,90,,1980.6,0.6,200,2,200,2,4,P 1 21/n 1,-P 2yn,14,,,,- C24 H32 O Zr -,- C24 H32 O Zr -,- C96 H128 O4 Zr4 -,4,1
4073280,14.435,0.003,17.642,0.004,14.496,0.003,90,,103.01,0.03,90,,3596.8,1.4,200,2,200,2,4,P 1 21/n 1,-P 2yn,14,,,,- C21.5 H27.5 Cl Ti -,- C21.5 H27.5 Cl Ti -,- C172 H220 Cl8 Ti8 -,8,2
4074127,9.361,0.001,19.117,0.001,34.323,0.001,90,,95.72,0.01,90,,6111.7,0.8,198,2,198,2,3,P 1 21/n 1,-P 2yn,14,,,,- C26 H28 Zr -,- C26 H28 Zr -,- C312 H336 Zr12 -,12,3
4074128,14.611,0.001,9.583,0.001,18.948,0.001,90,,90.62,0.01,90,,2652.9,0.4,198,2,198,2,3,P 1 21/c 1,-P 2ybc,14,,,,- C36 H32 Zr -,- C36 H32 Zr -,- C144 H128 Zr4 -,4,1
4074129,16.358,0.001,19.86,0.001,16.023,0.001,90,,93.6,0.01,90,,5195.1,0.5,198,2,198,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C31 H37 N Zr -,- C31 H37 N Zr -,- C248 H296 N8 Zr8 -,8,2
4074130,18.133,0.001,18.133,0.001,15.654,0.001,90,,90,,120,,4457.5,0.4,198,2,198,2,5,P -3,-P 3,147,,,,- C38.33 H35.33 N0.22 O Zr -,- C38.34 H35.35 N0.223333 O Zr -,- C230.04 H212.1 N1.34 O6 Zr6 -,6,1
4074601,16.7957,0.0013,7.112,0.0005,12.4481,0.0009,90,,109.797,0.002,90,,1399.06,0.18,100,2,100,2,5,P 1 21/c 1,-P 2ybc,14,,,,- C12 H12 Cl3 P Ti -,- C12 H12 Cl3 P Ti -,- C48 H48 Cl12 P4 Ti4 -,4,1
